CustomerID,FirstName,LastName,Gender,Email,PhoneNumber,FirstLine,SecondLine,District,City,Country,SignupDate
100990,William,Hill,Male,w.hill@gmail.com,2.01221E+11,Heliopolis. Cairo. Egypt,Building 11. Street 28,Heliopolis,Cairo,Egypt,10/10/2020
100991,John,Davis,Male,j.davis@yahoo.com,2.01276E+11,Al Haram. Cairo. Egypt,Building 45. Street 158,Al Haram,Cairo,Egypt,12/27/2021
100992,Jeremy,Berry,Male,j.berry@yahoo.com,2.01281E+11,El Matareya. Cairo. Egypt,Building 26. Street 205,El Matareya,Cairo,Egypt,6/28/2024
100993,Brandy,Harrington,Female,b.harrington@gmail.com,2.013E+11,Shorouk City. Cairo. Egypt,Building 64. Street 125,Shorouk City,Cairo,Egypt,11/2/2022
100994,David,Barber,Male,d.barber@gmail.com,2.01635E+11,Obour City. Cairo. Egypt,Building 84. Street 106,Obour City,Cairo,Egypt,1/24/2023
100995,Sierra,Franklin,Female,s.franklin@yahoo.com,2.0107E+11,Dokki. Cairo. Egypt,Building 74. Street 250,Dokki,Cairo,Egypt,3/27/2024
100996,Lauren,Hebert,Female,l.hebert@yahoo.com,2.01014E+11,Mokattam. Cairo. Egypt,Building 24. Street 184,Mokattam,Cairo,Egypt,2/11/2022
100997,Jill,Sanders,Female,j.sanders@yahoo.com,2.01227E+11,Heliopolis. Cairo. Egypt,Building 47. Street 181,Heliopolis,Cairo,Egypt,6/7/2023
100998,Amanda,Parks,Female,a.parks@gmail.com,2.01288E+11,Agouza. Cairo. Egypt,Building 52. Street 226,Agouza,Cairo,Egypt,11/28/2021
100999,Julie,Rose,Female,j.rose@gmail.com,2.01665E+11,Mokattam. Cairo. Egypt,Building 98. Street 194,Mokattam,Cairo,Egypt,2/26/2021
101000,Johnny,Black,Male,j.black@yahoo.com,2.01089E+11,Heliopolis. Cairo. Egypt,Building 68. Street 48,Heliopolis,Cairo,Egypt,11/2/2021
